name	len	score	pvalue
NODE_15_length_5009_cov_4.273314	5009	0.005693858489394188	0.38337487725659036
NODE_25_length_4445_cov_3.128929	4445	0.08611203730106354	0.19878767278495355
NODE_11_length_5156_cov_4.306214	5156	0.08851182460784912	0.19699373064430847
NODE_17_length_4778_cov_4.231209	4778	0.0019887355156242847	0.45975904524510913
NODE_19_length_4674_cov_4.791297	4674	0.0012162788771092892	0.4950902636150767
NODE_23_length_4560_cov_3.949612	4560	4.736374830827117e-05	0.7021300702469975
NODE_21_length_4635_cov_4.449127	4635	0.0004811414983123541	0.5583692121761462
NODE_7_length_6393_cov_4.323604	6393	0.0054441289976239204	0.3868683435304781
NODE_27_length_4435_cov_3.557306	4435	0.12728548049926758	0.17505098572399727
NODE_13_length_5116_cov_3.798261	5116	0.19882114231586456	0.14717878993881714
NODE_3_length_8429_cov_4.041199	8429	0.03607049584388733	0.2563637736989199
NODE_5_length_7550_cov_4.361441	7550	0.06714153289794922	0.21508422086260293
NODE_1_length_11995_cov_4.492211	11995	0.004214783199131489	0.40526097137246014
NODE_29_length_4428_cov_3.786874	4428	0.3190397322177887	0.11466122818944029
NODE_9_length_5848_cov_3.996202	5848	0.27638256549835205	0.12570813505551778
NODE_26_length_4438_cov_7.225416	4438	0.5447287559509277	0.049758289901049926
NODE_31_length_4383_cov_3.743762	4383	4.353519398136996e-05	0.7069453886245185
NODE_16_length_4801_cov_3.766751	4801	0.08816907554864883	0.19725810106503514
NODE_18_length_4770_cov_3.352068	4770	0.09469287097454071	0.19283933831860411
NODE_12_length_5127_cov_4.570386	5127	0.0002829761360771954	0.5940214517712818
NODE_14_length_5091_cov_4.781970	5091	6.089863290981157e-06	0.80334617418234
NODE_28_length_4433_cov_3.425308	4433	0.9544427990913391	0.013105219427449202
NODE_2_length_9115_cov_6.153311	9115	0.009501058608293533	0.3478548228718181
NODE_8_length_6207_cov_4.318921	6207	0.005321461707353592	0.3883034972429942
NODE_22_length_4601_cov_5.459745	4601	0.000277389568509534	0.5952300022660322
NODE_20_length_4642_cov_4.500109	4642	0.17042186856269836	0.15701714631014427
NODE_4_length_7825_cov_3.773745	7825	0.6389225721359253	0.038220409396480096
NODE_6_length_6786_cov_4.744169	6786	0.0002325816167285666	0.605974771508422
NODE_30_length_4407_cov_4.461857	4407	0.005135590676218271	0.39102273585618247
NODE_24_length_4497_cov_3.800090	4497	0.2601197063922882	0.12961704056197598
NODE_33_length_4380_cov_4.408324	4380	0.025214772671461105	0.2793073494976962
NODE_10_length_5446_cov_3.722686	5446	0.03142394497990608	0.26491804516957473
NODE_37_length_4234_cov_4.343862	4234	0.0015850975178182125	0.47662210136717276
NODE_35_length_4367_cov_3.370826	4367	0.9075950384140015	0.017184077347231663
NODE_32_length_4383_cov_3.219270	4383	0.4309247136116028	0.08875292695822948
NODE_45_length_4050_cov_3.118148	4050	0.13924995064735413	0.1698013445124254
NODE_41_length_4199_cov_3.964527	4199	0.0013501022476702929	0.4877067754362112
NODE_39_length_4223_cov_4.545106	4223	0.0010794528061524034	0.5031346778457587
NODE_49_length_3992_cov_3.663449	3992	0.003073202446103096	0.4284878011934436
NODE_43_length_4130_cov_3.517301	4130	0.3485097885131836	0.10793866606239141
NODE_47_length_4018_cov_3.386323	4018	0.5014892220497131	0.06106956718785407
NODE_53_length_3949_cov_3.634052	3949	0.0630524605512619	0.21933303119570965
NODE_34_length_4373_cov_3.704030	4373	0.13229697942733765	0.1727471863433794
NODE_51_length_3987_cov_3.486267	3987	0.5051059126853943	0.05904902182944331
NODE_55_length_3921_cov_3.560010	3921	0.42385053634643555	0.09092454112848403
NODE_61_length_3861_cov_3.135313	3861	0.15343448519706726	0.16334315280610318
NODE_38_length_4232_cov_3.843189	4232	0.05684627220034599	0.22624442933756325
NODE_46_length_4036_cov_3.484552	4036	0.026768900454044342	0.27549286199864037
NODE_57_length_3898_cov_4.072860	3898	1.0	0.0
NODE_63_length_3841_cov_4.219229	3841	0.006731185596436262	0.3715915099327744
NODE_59_length_3882_cov_3.560230	3882	0.8439916968345642	0.021942744920311202
NODE_36_length_4245_cov_3.551551	4245	0.19956852495670319	0.14700883752549287
NODE_50_length_3991_cov_3.896850	3991	0.3832581639289856	0.100517410680565
NODE_42_length_4152_cov_14.027825	4152	0.1404132843017578	0.16906488405468692
NODE_67_length_3820_cov_3.529615	3820	0.094967320561409	0.19266938590527985
NODE_65_length_3836_cov_3.725469	3836	0.6102896928787231	0.04120401843039505
NODE_48_length_4011_cov_4.361223	4011	0.00011911222827620804	0.6482173880202432
NODE_44_length_4121_cov_3.582145	4121	0.5327572226524353	0.05191102046982401
NODE_56_length_3908_cov_3.518038	3908	0.5745694637298584	0.04509404033537276
NODE_58_length_3895_cov_2.256771	3895	3.2325158372259466e-07	0.903146008006647
NODE_40_length_4201_cov_3.872648	4201	0.31250807642936707	0.11636075232268298
NODE_52_length_3966_cov_3.686781	3966	0.1901857703924179	0.15018128257421257
NODE_64_length_3839_cov_2.867336	3839	0.0014496761141344905	0.48279703905128785
NODE_54_length_3946_cov_3.810332	3946	0.08018768578767776	0.20341415514766975
NODE_62_length_3843_cov_3.637276	3843	0.1396762579679489	0.16957474129465971
NODE_69_length_3810_cov_4.379494	3810	0.0022446387447416782	0.45143137699221997
NODE_60_length_3872_cov_4.116846	3872	0.006236598826944828	0.37663343152806106
NODE_66_length_3820_cov_3.848074	3820	0.9989522695541382	0.0037011858901729736
NODE_73_length_3780_cov_3.457450	3780	0.05933530628681183	0.22373291034066017
NODE_71_length_3789_cov_3.500000	3789	0.5027617812156677	0.060144270715310824
NODE_89_length_3537_cov_3.231476	3537	0.026820514351129532	0.27530402598383563
NODE_68_length_3815_cov_3.389628	3815	0.0763058140873909	0.20673766900823326
NODE_75_length_3719_cov_5.508734	3719	0.4138337969779968	0.0930772716972581
NODE_81_length_3646_cov_3.140908	3646	0.663487434387207	0.03602991162474507
NODE_79_length_3666_cov_3.917197	3666	0.0007248849142342806	0.5310635244353803
NODE_97_length_3429_cov_3.439241	3429	0.02742038108408451	0.27386887227131956
NODE_85_length_3618_cov_3.333988	3618	0.015934137627482414	0.31084296397008837
NODE_87_length_3588_cov_3.392584	3588	0.010951036587357521	0.3369778684190649
NODE_83_length_3622_cov_3.428932	3622	0.38846975564956665	0.09927109298285369
NODE_77_length_3695_cov_3.739286	3695	0.004548785276710987	0.39965254173275927
NODE_70_length_3796_cov_4.305533	3796	0.03598102927207947	0.25659037691668557
NODE_72_length_3784_cov_4.172164	3784	5.4460702813230455e-05	0.6943122592340811
