SRR35987572	Sholavirus caenivivens	2846214	17618664	0.11221	112208.78132519855
SRR35987572	Tobamovirus fructirugosum	3432872	15113946	0.09626	96256.87065005947
SRR35987572	Kinglevirus lutadaptatum	2845070	10829043	0.06897	68967.41534705312
SRR35987572	Sholavirus sp. 'caenihabitans'	2846212	10354304	0.06594	65943.92363181617
SRR35987572	Puirovirus sp. 'lutenecus'	2845992	7202116	0.04587	45868.44151876179
SRR35987572	Citricivirus chongqinense	3059891	7099340	0.04521	45213.887364742026
SRR35987572	Gihfavirus pelohabitans	2844652	6921689	0.04408	44082.4734158068
SRR35987572	Betabaculovirus chofumiferanae	3051997	6700710	0.04267	42675.11447596545
SRR35987572	Picornavirales Bu-3	1813613	5554868	0.03538	35377.53876811222
SRR35987572	Omarvirus omar	2956237	3992193	0.02542	25425.259903077127
SRR35987572	Grendvuvirus asiocola	2844785	3068825	0.01954	19544.564409100625
SRR35987572	Olmsdivirus lutivivens	2845714	3066232	0.01953	19528.050252864025
SRR35987572	Wahbolevirus lutadaptatum	2846621	3024379	0.01926	19261.499161089778
SRR35987572	Chaphamaparvovirus galliform3	3052108	2921720	0.01861	18607.690150255385
SRR35987572	Timirovirus borboradaptatum	2846450	2449902	0.0156	15602.801539672168
SRR35987572	Tobamovirus viridimaculae	3432895	2236525	0.01424	14243.857800644799
SRR35987572	Pehohrivirus asiovicinum	2845782	1759733	0.01121	11207.291051565297
SRR35987572	Tobamovirus capsici	3432865	1747628	0.01113	11130.197391232055
SRR35987572	Upborqevirus asiovivens	3433078	1732376	0.01103	11033.061289835721
SRR35987572	Chimpavirus luticola	2843939	1523509	0.0097	9702.840591543827
SRR35987572	Hihdivirus caenenecus	2844830	1381661	0.0088	8799.44682607916
SRR35987572	Sholavirus sp. 'caenicola'	2846211	999827	0.00637	6367.6433812478235
SRR35987572	Andihavirus borborohabitans	2843692	933987	0.00595	5948.325198980934
SRR35987572	Hihdivirus caenicola	2844831	929226	0.00592	5918.003603206745
SRR35987572	Tobamovirus mititessellati	3432879	858252	0.00547	5465.988283215704
SRR35987572	Wahdswovirus lutenecus	2846622	793020	0.00505	5050.542298014706
SRR35987572	Muldoonvirus muldoon	2846182	745465	0.00475	4747.676621257386
SRR35987572	Orthobunyavirus schmallenbergense	3052437	726895	0.00463	4629.40902337318
SRR35987572	Alehxovirus asiadaptatum	3426028	701209	0.00447	4465.821434829631
SRR35987572	Hohrdovirus edaphohabitans	2844840	603779	0.00385	3845.314592510934
SRR35987572	Ishugivirus pelohabitans	2845020	595588	0.00379	3793.148200789365
SRR35987572	Mitdiwavirus caenicola	3430900	584685	0.00372	3723.709772155467
SRR35987572	Mahqeavirus limicola	2845561	584344	0.00372	3721.538030051077
SRR35987572	Hodnevirus asiadaptatum	3429425	575705	0.00367	3666.518440491483
SRR35987572	Lahexavirus lv44572	2843648	559643	0.00356	3564.2236555040777
SRR35987572	Pehohrivirus asiohabitans	2845781	535020	0.00341	3407.4060430806635
SRR35987572	Coughduvirus asiovivens	3428102	497920	0.00317	3171.1255971192177
SRR35987572	Shahe picorna-like virus 12	1923442	494164	0.00315	3147.204590245062
SRR35987572	Nehwtovirus borborohabitans	3431070	493688	0.00314	3144.1730675421604
SRR35987572	Orthohantavirus sp. 'oxbowense'	3052491	434687	0.00277	2768.410733521372
SRR35987572	Ulinhavirus borborovivens	3433053	425226	0.00271	2708.156035428616
SRR35987572	Aedes alboannulatus toti-like virus 1	2010265	412048	0.00262	2624.2287115234967
SRR35987572	Yuhrihovirus borborohabitans	2846692	365185	0.00233	2325.770206426698
SRR35987572	Johnovirus asienecus	2845032	363485	0.00231	2314.9433396306213
SRR35987572	Hirvovirus caenivicinum	2844835	336585	0.00214	2143.6240944456376
SRR35987572	Arsyunavirus RSY1	2955380	330685	0.00211	2106.0484979180765
SRR35987572	Paysduvirus asiocola	2845773	314057	0.002	2000.149003162095
SRR35987572	Tahluvirus peladaptatum	2846423	314056	0.002	2000.1426344169204
SRR35987572	Chinihovirus lutihabitans	2843940	293998	0.00187	1872.39834371356
SRR35987572	Tokyovirus A1	1826170	293810	0.00187	1871.2010196208173
SRR35987572	Biavirus raunefjordenense	3059777	291046	0.00185	1853.5978079594308
SRR35987572	Garnievirus lutivivens	2844405	280259	0.00178	1784.8981537657353
SRR35987572	Vohsuavirus limivicinum	2846615	279992	0.00178	1783.1976988042336
SRR35987572	Kahnovirus oralis	2956047	265138	0.00169	1688.5963579872173
SRR35987572	Tobamovirus tropici	3432893	264808	0.00169	1686.4946720797434
SRR35987572	Hohrdovirus caenivivens	2844839	245562	0.00156	1563.921802457803
SRR35987572	Hubei picorna-like virus 61	1923144	240995	0.00153	1534.8357432474008
SRR35987572	Sholavirus sp. 'caenivicinum'	2846213	225106	0.00143	1433.6427511751258
SRR35987572	Rhadinovirus bovinegamma4	3050246	223028	0.00142	1420.4084987032152
SRR35987572	Lonzbavirus sp. 'caenadaptatum'	2845534	212673	0.00135	1354.4601424247578
SRR35987572	Tuwendivirus caenenecus	2846584	211538	0.00135	1347.231616652083
SRR35987572	Fahrmivirus caenivivens	2844277	209405	0.00133	1333.6470831955933
SRR35987572	Niuhvovirus limivicinum	2845685	192616	0.00123	1226.7222204665713
SRR35987572	Bicehmovirus lutivivens	2843842	191044	0.00122	1216.7105530527874
SRR35987572	Jouyvirus ev207	2844249	186112	0.00119	1185.2999018538158
SRR35987572	Cintrevirus pelocola	2843951	180143	0.00115	1147.284861909237
SRR35987572	Hodnevirus chthonovivens	2843802	177452	0.00113	1130.1465686455645
SRR35987572	Culex negev-like virus 2	2010274	171371	0.00109	1091.4182292414796
SRR35987572	Decadevirus asiocola	2844064	165484	0.00105	1053.9254264011822
SRR35987572	Cinvestavvirus PaMx74	3427948	163161	0.00104	1039.1308313616016
SRR35987572	Kehmevirus defluviicola	2843657	160038	0.00102	1019.2412401826907
SRR35987572	Tobamovirus maculacapsici	3432875	147744	0.00094	940.9438870115315
SRR35987572	Piponevirus borborenecus	2845847	142636	0.00091	908.412336661907
SRR35987572	Tobamovirus tomatotessellati	3432892	141968	0.0009	904.1580148855661
SRR35987572	Thiwvovirus asienecus	2846441	141203	0.0009	899.2859248273315
SRR35987572	Nehpavirus caenenecus	2845672	139249	0.00089	886.841396757017
SRR35987572	Emesvirus japonicum	329853	137619	0.00088	876.4603421231315
SRR35987572	Kowinovirus pelenecus	2845117	132610	0.00084	844.5592975457492
SRR35987572	Popoffvirus pv56	2560283	128004	0.00082	815.2248572735547
SRR35987572	Bahscuvirus limivicinum	2843829	126214	0.0008	803.824803411803
SRR35987572	Tobamovirus tabaci	3432891	125625	0.0008	800.073612504221
SRR35987572	Cehakivirus limihabitans	2843924	123835	0.00079	788.6735586424694
SRR35987572	Shebanavirus borborovicinum	2846196	120136	0.00077	765.1155702432405
SRR35987572	Gammacarmovirus melonis	3048200	118119	0.00075	752.269811226954
SRR35987572	Ulinhavirus borborohabitans	3433051	117504	0.00075	748.3530329448437
SRR35987572	Locarnavirus derisii	3430422	116679	0.00074	743.0988181761593
SRR35987572	Hodnevirus neosolivivens	3429618	113073	0.00072	720.1331230781276
SRR35987572	Hodnevirus neotelluradaptatum	3429619	112655	0.00072	717.4709875953275
SRR35987572	Gahmegovirus lutivicinum	2844312	111461	0.00071	709.8667058573769
SRR35987572	Mazuvirus scam7	2734118	111239	0.00071	708.4528444287128
SRR35987572	Casfavirus pelocola	3427819	110670	0.0007	704.8290284246141
SRR35987572	Meihzavirus sp. 'luticola'	2845579	110427	0.0007	703.2814233472925
SRR35987572	Mahraivirus limivicinum	2845564	103318	0.00066	658.006013904168
SRR35987572	Hodnevirus monoterricola	3429550	102889	0.00066	655.2738222244521
SRR35987572	Huohcivirus geoenecus	2844985	100600	0.00064	640.6957645207932
SRR35987572	Iruqauvirus pelocola	2845019	94097	0.0006	599.2798146532114
SRR35987572	Eneladusvirus BF	2560751	93461	0.0006	595.2292927224438
SRR35987572	Mimivirus bradfordmassiliense	3047343	93427	0.0006	595.0127553865223
SRR35987572	Alehxovirus pelovivens	3426058	93030	0.00059	592.4843635523796
SRR35987572	Tobamovirus maculatessellati	3432877	88133	0.00056	561.2966184345036
SRR35987572	Vernevirus sp. 'limadaptatum'	2846596	88041	0.00056	560.7106938784806
SRR35987572	Odiravirus sp. 'lutihabitans'	2845698	86094	0.00055	548.3107470243854
SRR35987572	Hodnevirus neotellurivivens	3429624	85491	0.00054	544.470393684365
SRR35987572	Kunmingvirus kv4D05	2956097	83224	0.00053	530.0324483745376
SRR35987572	Pohlydovirus arvivivens	2845869	81374	0.00052	518.2502698023362
SRR35987572	Kecuhnavirus borborohabitans	2845041	81044	0.00052	516.1485838948624
SRR35987572	Apihcavirus borborovicinum	2843702	80331	0.00051	511.60766858568417
SRR35987572	Wadgaonvirus wv5004651	2956672	74834	0.00048	476.59867636331046
SRR35987572	Omohevirus peladaptatum	2845715	74312	0.00047	473.2741913823974
SRR35987572	Sulfolobales virus YNP1	1732179	70327	0.00045	447.89474186335804
SRR35987572	Skhembuvirus limivivens	2846233	69334	0.00044	441.57057790541427
SRR35987572	Methovirus lutivicinum	2845584	69267	0.00044	441.1438719787453
SRR35987572	Wenzhou picorna-like virus 47	1923634	68585	0.00044	436.8003877699662
SRR35987572	Bahdevuvirus limadaptatum	2843796	67936	0.00043	432.6670721519344
SRR35987572	Kohmavirus luticola	2845112	67506	0.00043	429.92851172704434
SRR35987572	Coughduvirus borboradaptatum	3428103	65686	0.00042	418.3373955100677
SRR35987572	Sentinelvirus spernnie	2956432	65171	0.00042	415.05749174537385
SRR35987572	Mukerjeevirus mv52B1	2734186	63950	0.00041	407.2812538877209
SRR35987572	Hohrdovirus caenadaptatum	3429755	63799	0.00041	406.3195733664223
SRR35987572	Lohngkovirus caenadaptatum	3430433	63228	0.0004	402.68301987197526
SRR35987572	Churkhuvirus limenecus	3427942	62327	0.0004	396.9447804700544
SRR35987572	Yahnavirus asienecus	2843643	62103	0.0004	395.5181815510419
SRR35987572	Luthavirus pedadaptatum	2845551	61426	0.00039	391.2065410681336
SRR35987572	Blafavirus pelovivens	2843851	61051	0.00039	388.81826162782244
SRR35987572	Pharaohvirus pharaoh	2956309	60943	0.00039	388.1304371490129
SRR35987572	Rotavirus alphagastroenteritidis	3432193	60835	0.00039	387.4426126702033
SRR35987572	Kunmingvirus kv2D05	2956096	59080	0.00038	376.2654648895473
SRR35987572	Latrobevirus FNU1	2844309	58737	0.00037	374.0809852948094
SRR35987572	Cyvirus cyprinidallo1	3050269	58423	0.00037	372.08119931012226
SRR35987572	Ralstonia phage RSS30	1352227	58292	0.00037	371.2468936923069
SRR35987572	Locarnavirus greningerii	3430423	57783	0.00037	368.00520239865796
SRR35987572	Changjiang zhaovirus-like virus 1	1922824	57125	0.00036	363.81456807405874
SRR35987572	Kharnvirus lucius	3430195	56976	0.00036	362.8656250431084
SRR35987572	Alphacarmovirus dianthi	3047728	56288	0.00036	358.48392836328435
SRR35987572	Fishburnevirus brusacoram	1983737	55951	0.00036	356.33766123959145
SRR35987572	Bohnovirus asienecus	2843857	54277	0.00035	345.6763818180426
SRR35987572	Sehpovirus borboradaptatum	2846176	53825	0.00034	342.797708999321
SRR35987572	Thiyevirus asiocola	2846442	53041	0.00034	337.80461278277727
SRR35987572	Lughthovirus pedovivens	3430529	52441	0.00033	333.9833656782794
SRR35987572	Nohrdovirus limihabitans	3431189	52026	0.00033	331.34033643100184
SRR35987572	Methanoculleus virus L4768	2856180	50433	0.00032	321.19492536856023
SRR35987572	Pokkenvirus paxi	3060634	50026	0.00032	318.6028460826759
SRR35987572	Choctavirus fulminicola	2843944	50021	0.00032	318.5710023568051
SRR35987572	Haeldovirus borboradaptatum	3429139	49900	0.00032	317.8003841907314
SRR35987572	Siatvirus Lz245	3060704	49848	0.00032	317.46920944167493
SRR35987572	Alphanodavirus boolarraense	3426213	49595	0.00032	315.8579169126117
SRR35987572	Human astrovirus	1868658	49043	0.00031	312.3423695764737
SRR35987572	Cimandefvirus cimandef	2846040	47969	0.00031	305.50233725942275
SRR35987572	Sulfolobus monocaudavirus SMV3	1732177	46988	0.0003	299.25459824356886
SRR35987572	Lirnavirus borborovicinum	2845519	46342	0.0003	295.1403888610596
SRR35987572	Palsdevirus asienecus	2845755	46209	0.00029	294.2933457528959
SRR35987572	Douglaswolinvirus B2	2734204	45835	0.00029	291.911435057759
SRR35987572	Buhdavirus caenihabitans	2843895	45674	0.00029	290.8860670847188
SRR35987572	Tequatrovirus kaw	2844208	44929	0.00029	286.14135192996736
SRR35987572	Henifovirus sp. 'caenadaptatum'	2844826	44368	0.00028	282.56848588726194
SRR35987572	Rodtovirus pelovivens	2846066	43909	0.00028	279.6452318523211
SRR35987572	Muvirus SfMu	1980943	43891	0.00028	279.5305944391862
SRR35987572	Alexandravirus SNUABM3	3059705	42215	0.00027	268.8565775272891
SRR35987572	Plateaulakevirus pv4L372XY	2843650	42064	0.00027	267.8948970059905
SRR35987572	Mamastrovirus hominis	3430629	41835	0.00027	266.43645436110717
SRR35987572	Jeonjuvirus BSP38	2843756	40539	0.00026	258.182560615392
SRR35987572	Dohlivirus borborovivens	2844092	40307	0.00026	256.70501173498616
SRR35987572	Chahsmivirus lutadaptatum	2843933	40220	0.00026	256.15093090483396
SRR35987572	Apeevirus quebecense	2843696	39625	0.00025	252.36152752620706
SRR35987572	Mythimna unipuncta nucleopolyhedrovirus	447897	39526	0.00025	251.73102175396488
SRR35987572	Muminvirus filifjonk	2844286	39296	0.00025	250.26621036390742
SRR35987572	Lessievirus bcep22	242527	38721	0.00025	246.60418188876375
SRR35987572	Chakrabartyvirus pf16	2560689	38605	0.00025	245.86540744856083
SRR35987572	Huelvavirus ort11	2846232	38360	0.00024	244.3050648808909
SRR35987572	Pokkenvirus pokken	2846391	38193	0.00024	243.24148443680568
SRR35987572	Detrevirus PMG1	1129146	38180	0.00024	243.15869074954156
SRR35987572	Cebevirus halophobicum	2843923	38114	0.00024	242.73835356804682
SRR35987572	Tehnicivirus edaphenecus	2846430	37958	0.00024	241.7448293208774
SRR35987572	Muminvirus tooticki	2844301	37773	0.00024	240.56661146365724
SRR35987572	Risjevirus RSJ5	2733595	37327	0.00024	237.72615111598057
SRR35987572	Muvirus mu	10677	37199	0.00024	236.9109517336877
SRR35987572	Hagavirus psychrophilum	2844808	37002	0.00024	235.65630893437762
SRR35987572	Potexvirus ecschlumbergerae	3433823	36956	0.00024	235.3633466563661
SRR35987572	Coughduvirus asiovicinum	3428101	36243	0.00023	230.82243134718792
SRR35987572	Naesvirus bcep1	244310	35410	0.00023	225.51726661711018
SRR35987572	Luthavirus terrenecus	3430547	35172	0.00022	224.0015052656594
SRR35987572	Pandoravirus salinus	1349410	35141	0.00022	223.80407416526035
SRR35987572	Taipeivirus magnus	2845091	35046	0.00022	223.1990433737149
SRR35987572	Semodevirus borborenecus	2846177	34996	0.00022	222.8806061150067
SRR35987572	Martavirus lutenecus	2845575	34647	0.00022	220.65791404922385
SRR35987572	Hodnevirus agrivicinum	3429296	34313	0.00022	218.5307531610534
SRR35987572	Lohngkovirus defluviicola	3430437	34229	0.00022	217.99577856642375
SRR35987572	Gmuhndevirus pelovivens	2844656	34197	0.00022	217.79197872085052
SRR35987572	Alehxovirus borboradaptatum	2843666	33620	0.00021	214.11721275535848
