1179913.2951	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2843039	Sholavirus	species	2846214	Sholavirus caenivivens
707788.8813	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2843039	Sholavirus	species	2846212	Sholavirus caenihabitans
641619.1746	superkingdom	10239	Viruses	phylum	2732406	Kitrinoviricota	class	2732461	Alsuviricetes	order	2732544	Martellivirales	family	675071	Virgaviridae	genus	12234	Tobamovirus	species	1761477	Tomato brown rugose fruit virus
201773.4617	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2842922	Olmsdivirus	species	2845714	Olmsdivirus lutivivens
198849.9390	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2842712	Grendvuvirus	species	2844785	Grendvuvirus asiocola
182437.5001	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842314	Atkinsviridae	genus	2843123	Wahbolevirus	species	2846621	Wahbolevirus lutadaptatum
177201.8784	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842249	Timlovirales	family	2842332	Steitzviridae	genus	2843094	Timirovirus	species	2846450	Timirovirus borboradaptatum
99105.6510	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2842947	Pehohrivirus	species	2845782	Pehohrivirus asiovicinum
97367.5888	superkingdom	10239	Viruses	phylum	2732406	Kitrinoviricota	class	2732461	Alsuviricetes	order	2732544	Martellivirales	family	675071	Virgaviridae	genus	12234	Tobamovirus	species	12235	Cucumber green mottle mosaic virus
88568.7120	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	Chimpavirus - no_f_rank - no_o_rank	Chimpavirus - no_f_rank - no_o_rank	family	Chimpavirus - no_f_rank	Chimpavirus - no_f_rank	genus	2842596	Chimpavirus	species	2843939	Chimpavirus luticola
72962.6684	superkingdom	10239	Viruses	phylum	2732406	Kitrinoviricota	class	2732461	Alsuviricetes	order	2732544	Martellivirales	family	675071	Virgaviridae	genus	12234	Tobamovirus	species	12239	Pepper mild mottle virus
51406.9636	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842249	Timlovirales	family	2842332	Steitzviridae	genus	2842815	Kyanivirus	species	2845122	Kyanivirus asiadaptatum
46243.6239	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842314	Atkinsviridae	genus	2842898	Nehujevirus	species	2845673	Nehujevirus caenicola
37742.1140	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2842844	Mahqeavirus	species	2845561	Mahqeavirus limicola
37045.8519	superkingdom	10239	Viruses	phylum	2732406	Kitrinoviricota	class	2732461	Alsuviricetes	order	2732544	Martellivirales	family	675071	Virgaviridae	genus	12234	Tobamovirus	species	12241	Tobacco mild green mosaic virus
36565.3510	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842314	Atkinsviridae	genus	2842823	Lehptevirus	species	2845493	Lehptevirus asiovivens
28146.3946	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2842947	Pehohrivirus	species	2845781	Pehohrivirus asiohabitans
26960.5455	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842319	Fiersviridae	genus	2843157	Yuhrihovirus	species	2846692	Yuhrihovirus borborohabitans
23341.9559	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842314	Atkinsviridae	genus	2842597	Chinihovirus	species	2843940	Chinihovirus lutihabitans
21101.3030	superkingdom	10239	Viruses	phylum	2732407	Lenarviricota	class	2842243	Leviviricetes	order	2842247	Norzivirales	family	2842314	Atkinsviridae	genus	2842733	Hirvovirus	species	2844835	Hirvovirus caenivicinum
